,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,kpi,awards_won.,avg_training_score,log_age,ln_education,log_previous_year_rating,ln_no_of_training,ln_age,ln_avg_training_score,ln_awards_won.,log_no_of_training,Log_no_of_training,pr_is_promoted,is_promoted,pred_is_promoted
4698,23555,Procurement,region_10,1,m,other,1,25,1,4,0,0,65,3.218875825,0,0,0,3.218875825,4.17438727,#NAME?,0,0,0.0229562,N,0
4699,28251,Procurement,region_16,1,f,other,1,30,3,2,1,0,68,3.401197382,0,1.098612289,0,3.401197382,4.219507705,#NAME?,0,0,0.100697776,Y,1
4700,59580,Operations,region_27,1,f,other,2,32,5,5,1,0,57,3.465735903,0,1.609437912,0.693147181,3.465735903,4.043051268,#NAME?,0.693147181,0.693147181,0.153399778,Y,1
4701,43967,Procurement,region_27,3,f,other,1,37,5,8,0,0,68,3.610917913,1.098612289,1.609437912,0,3.610917913,4.219507705,#NAME?,0,0,0.078418242,N,0
4702,10821,Procurement,region_17,1,f,sourcing,1,32,2,4,1,0,68,3.465735903,0,0.693147181,0,3.465735903,4.219507705,#NAME?,0,0,0.129758747,Y,1
4703,77861,Sales & Marketing,region_31,1,m,sourcing,1,39,3,5,0,0,48,3.663561646,0,1.098612289,0,3.663561646,3.871201011,#NAME?,0,0,0.020076829,N,0
4704,59440,Sales & Marketing,region_22,1,m,other,1,28,4,3,0,0,52,3.33220451,0,1.386294361,0,3.33220451,3.951243719,#NAME?,0,0,0.069803695,N,0
4705,63653,Sales & Marketing,region_32,1,m,other,1,26,1,2,0,0,48,3.258096538,0,0,0,3.258096538,3.871201011,#NAME?,0,0,0.011333798,N,0
4706,41070,Procurement,region_27,1,m,other,1,34,3,8,0,0,78,3.526360525,0,1.098612289,0,3.526360525,4.356708827,#NAME?,0,0,0.037079691,N,0
4707,74067,Operations,region_4,1,m,other,1,46,5,4,1,0,57,3.828641396,0,1.609437912,0,3.828641396,4.043051268,#NAME?,0,0,0.206489952,Y,1
4708,35881,Operations,region_23,1,m,other,3,37,3,9,1,0,58,3.610917913,0,1.098612289,1.098612289,3.610917913,4.060443011,#NAME?,1.098612289,1.098612289,0.102337862,Y,1
4709,52095,Technology,region_22,1,f,other,1,27,4,3,1,0,78,3.295836866,0,1.386294361,0,3.295836866,4.356708827,#NAME?,0,0,0.273988192,Y,1
4710,19084,Sales & Marketing,region_4,1,f,sourcing,1,33,4,7,1,0,50,3.496507561,0,1.386294361,0,3.496507561,3.912023005,#NAME?,0,0,0.226983862,Y,1
4711,50753,Analytics,region_22,3,f,other,1,37,4,10,0,0,85,3.610917913,1.098612289,1.386294361,0,3.610917913,4.442651256,#NAME?,0,0,0.07670447,N,0
4712,3701,Sales & Marketing,region_6,1,m,sourcing,1,35,1,3,0,0,57,3.555348061,0,0,0,3.555348061,4.043051268,#NAME?,0,0,0.008955769,N,0
4713,69210,Procurement,region_7,3,m,other,3,37,3,4,0,0,64,3.610917913,1.098612289,1.098612289,1.098612289,3.610917913,4.158883083,#NAME?,1.098612289,1.098612289,0.03987719,N,0
4714,3190,HR,region_27,1,m,sourcing,1,31,3,7,0,0,47,3.433987204,0,1.098612289,0,3.433987204,3.850147602,#NAME?,0,0,0.020720432,N,0
4715,49615,Sales & Marketing,region_25,1,m,sourcing,1,29,1,2,0,0,48,3.36729583,0,0,0,3.36729583,3.871201011,#NAME?,0,0,0.02683574,N,0
4716,10543,Procurement,region_16,1,m,other,1,35,3,9,1,0,70,3.555348061,0,1.098612289,0,3.555348061,4.248495242,#NAME?,0,0,0.101127346,Y,1
4717,55458,Operations,region_22,1,m,other,2,26,3,2,0,0,62,3.258096538,0,1.098612289,0.693147181,3.258096538,4.127134385,#NAME?,0.693147181,0.693147181,0.041686381,N,0
4718,53732,Technology,region_2,1,m,other,1,52,3,3,0,0,78,3.951243719,0,1.098612289,0,3.951243719,4.356708827,#NAME?,0,0,0.03055083,N,0
4719,74170,Technology,region_27,1,f,sourcing,1,36,2,4,0,0,78,3.583518938,0,0.693147181,0,3.583518938,4.356708827,#NAME?,0,0,0.029427646,N,0
4720,25587,Operations,region_26,1,m,other,1,33,5,7,1,0,56,3.496507561,0,1.609437912,0,3.496507561,4.025351691,#NAME?,0,0,0.14988569,Y,1
4721,51236,Sales & Marketing,region_31,1,m,sourcing,1,34,3,9,0,0,45,3.526360525,0,1.098612289,0,3.526360525,3.80666249,#NAME?,0,0,0.024492658,N,0
4722,65057,Sales & Marketing,region_2,1,f,other,1,36,5,10,1,0,44,3.583518938,0,1.609437912,0,3.583518938,3.784189634,#NAME?,0,0,0.199018418,Y,1
4723,64893,Analytics,region_16,1,m,sourcing,2,30,3,1,1,0,83,3.401197382,0,1.098612289,0.693147181,3.401197382,4.418840608,#NAME?,0.693147181,0.693147181,0.077183258,N,0
4724,56938,R&D,region_16,1,m,other,1,30,4,2,1,0,85,3.401197382,0,1.386294361,0,3.401197382,4.442651256,#NAME?,0,0,0.078652857,N,0
4725,12430,Operations,region_11,3,f,other,1,36,3,4,0,0,60,3.583518938,1.098612289,1.098612289,0,3.583518938,4.094344562,#NAME?,0,0,0.021561521,N,0
4726,8252,Sales & Marketing,region_4,3,m,sourcing,1,43,3,13,0,0,48,3.761200116,1.098612289,1.098612289,0,3.761200116,3.871201011,#NAME?,0,0,0.061887741,N,0
4727,8673,Sales & Marketing,region_28,1,m,other,1,41,1,7,0,0,51,3.713572067,0,0,0,3.713572067,3.931825633,#NAME?,0,0,0.019724608,N,0
4728,52013,Sales & Marketing,region_22,3,m,sourcing,1,35,4,3,1,0,97,3.555348061,1.098612289,1.386294361,0,3.555348061,4.574710979,#NAME?,0,0,0.211090636,Y,1
4729,59992,Operations,region_22,1,m,referred,1,34,5,6,0,0,58,3.526360525,0,1.609437912,0,3.526360525,4.060443011,#NAME?,0,0,0.078282553,N,0
4730,29037,Sales & Marketing,region_7,3,m,other,1,39,5,4,0,0,45,3.663561646,1.098612289,1.609437912,0,3.663561646,3.80666249,#NAME?,0,0,0.082917284,N,0
4731,77589,Sales & Marketing,region_28,1,m,other,1,31,4,8,1,0,51,3.433987204,0,1.386294361,0,3.433987204,3.931825633,#NAME?,0,0,0.199502245,Y,1
4732,74232,Sales & Marketing,region_22,3,m,sourcing,1,48,1,3,0,0,53,3.871201011,1.098612289,0,0,3.871201011,3.970291914,#NAME?,0,0,0.020899024,N,0
4733,21772,Sales & Marketing,region_28,1,m,sourcing,1,36,1,3,1,0,49,3.583518938,0,0,0,3.583518938,3.891820298,#NAME?,0,0,0.068418136,N,0
4734,75909,Sales & Marketing,region_2,1,m,sourcing,1,51,5,4,1,0,54,3.931825633,0,1.609437912,0,3.931825633,3.988984047,#NAME?,0,0,0.138915553,Y,1
4735,43315,R&D,region_2,3,m,other,2,45,3,15,0,0,84,3.80666249,1.098612289,1.098612289,0.693147181,3.80666249,4.430816799,#NAME?,0.693147181,0.693147181,0.020506951,N,0
4736,8502,Technology,region_2,3,m,other,1,42,4,3,1,0,79,3.737669618,1.098612289,1.386294361,0,3.737669618,4.369447852,#NAME?,0,0,0.187244918,Y,1
4737,70863,Operations,region_26,2,m,other,1,25,2,3,0,0,55,3.218875825,0.693147181,0.693147181,0,3.218875825,4.007333185,#NAME?,0,0,0.024501362,N,0
4738,30074,Sales & Marketing,region_2,1,f,sourcing,1,54,1,22,0,0,53,3.988984047,0,0,0,3.988984047,3.970291914,#NAME?,0,0,0.016521181,N,0
4739,21647,Operations,region_4,3,m,sourcing,1,46,4,2,1,0,61,3.828641396,1.098612289,1.386294361,0,3.828641396,4.110873864,#NAME?,0,0,0.181551607,Y,1
4740,73083,Operations,region_23,1,f,other,1,29,3,2,0,0,57,3.36729583,0,1.098612289,0,3.36729583,4.043051268,#NAME?,0,0,0.043550692,N,0
4741,30272,Sales & Marketing,region_29,1,f,other,1,27,5,7,0,0,46,3.295836866,0,1.609437912,0,3.295836866,3.828641396,#NAME?,0,0,0.042420103,N,0
4742,36124,Operations,region_19,1,m,other,1,39,5,11,1,0,64,3.663561646,0,1.609437912,0,3.663561646,4.158883083,#NAME?,0,0,0.142942994,Y,1
4743,30653,Analytics,region_9,1,m,other,2,28,4,6,0,0,89,3.33220451,0,1.386294361,0.693147181,3.33220451,4.48863637,#NAME?,0.693147181,0.693147181,0.012707922,N,0
4744,69490,Operations,region_8,1,f,other,1,31,4,5,0,0,57,3.433987204,0,1.386294361,0,3.433987204,4.043051268,#NAME?,0,0,0.036675213,N,0
4745,22378,Procurement,region_4,3,f,other,1,38,3,2,1,0,71,3.63758616,1.098612289,1.098612289,0,3.63758616,4.262679877,#NAME?,0,0,0.186812395,Y,1
4746,43154,Sales & Marketing,region_26,1,m,other,1,31,3,2,1,0,50,3.433987204,0,1.098612289,0,3.433987204,3.912023005,#NAME?,0,0,0.08737072,N,0
4747,9111,HR,region_2,1,f,sourcing,1,32,3,3,0,0,48,3.465735903,0,1.098612289,0,3.465735903,3.871201011,#NAME?,0,0,0.019688465,N,0
4748,59369,Analytics,region_29,1,m,sourcing,1,28,1,2,1,0,86,3.33220451,0,0,0,3.33220451,4.454347296,#NAME?,0,0,0.035264664,N,0
4749,31538,Sales & Marketing,region_13,1,m,other,2,34,3,4,0,0,52,3.526360525,0,1.098612289,0.693147181,3.526360525,3.951243719,#NAME?,0.693147181,0.693147181,0.027018922,N,0
4750,52399,Sales & Marketing,region_20,1,f,other,1,34,3,7,0,0,49,3.526360525,0,1.098612289,0,3.526360525,3.891820298,#NAME?,0,0,0.021102501,N,0
4751,66943,R&D,region_22,1,m,other,1,28,4,3,1,0,87,3.33220451,0,1.386294361,0,3.33220451,4.465908119,#NAME?,0,0,0.138318762,Y,1
4752,19995,Technology,region_20,1,m,other,2,30,3,2,0,0,76,3.401197382,0,1.098612289,0.693147181,3.401197382,4.33073334,#NAME?,0.693147181,0.693147181,0.024773701,N,0
4753,45665,Procurement,region_2,3,m,other,1,39,5,3,1,0,72,3.663561646,1.098612289,1.609437912,0,3.663561646,4.276666119,#NAME?,0,0,0.21500523,Y,1
4754,70527,Technology,region_5,1,f,sourcing,1,35,3,8,0,0,80,3.555348061,0,1.098612289,0,3.555348061,4.382026635,#NAME?,0,0,0.02774144,N,0
4755,26869,Operations,region_15,1,m,sourcing,1,39,3,2,0,0,78,3.663561646,0,1.098612289,0,3.663561646,4.356708827,#NAME?,0,0,0.024319616,N,0
4756,20044,Sales & Marketing,region_16,1,m,sourcing,1,35,1,10,0,0,48,3.555348061,0,0,0,3.555348061,3.871201011,#NAME?,0,0,0.015017563,N,0
4757,70754,Sales & Marketing,region_2,1,m,sourcing,1,48,3,7,0,0,48,3.871201011,0,1.098612289,0,3.871201011,3.871201011,#NAME?,0,0,0.02588918,N,0
4758,517,HR,region_2,1,f,sourcing,1,33,3,4,1,0,50,3.496507561,0,1.098612289,0,3.496507561,3.912023005,#NAME?,0,0,0.065687717,N,0
4759,59611,Technology,region_27,3,m,other,1,40,3,11,0,0,82,3.688879454,1.098612289,1.098612289,0,3.688879454,4.406719247,#NAME?,0,0,0.051725796,N,0
4760,24690,Technology,region_26,1,m,sourcing,2,24,3,1,0,0,78,3.17805383,0,1.098612289,0.693147181,3.17805383,4.356708827,#NAME?,0.693147181,0.693147181,0.0375258,N,0
4761,17958,Operations,region_2,3,f,sourcing,1,37,4,4,1,0,61,3.610917913,1.098612289,1.386294361,0,3.610917913,4.110873864,#NAME?,0,0,0.147934602,Y,1
4762,45251,Procurement,region_5,1,f,sourcing,2,30,2,4,0,0,65,3.401197382,0,0.693147181,0.693147181,3.401197382,4.17438727,#NAME?,0.693147181,0.693147181,0.014480096,N,0
4763,59213,Analytics,region_31,1,m,other,1,31,3,2,0,0,81,3.433987204,0,1.098612289,0,3.433987204,4.394449155,#NAME?,0,0,0.023057796,N,0
4764,10688,Sales & Marketing,region_31,1,m,sourcing,1,33,3,9,1,0,51,3.496507561,0,1.098612289,0,3.496507561,3.931825633,#NAME?,0,0,0.083329462,N,0
4765,76888,Technology,region_31,1,m,other,1,33,3,6,0,0,78,3.496507561,0,1.098612289,0,3.496507561,4.356708827,#NAME?,0,0,0.032418449,N,0
4766,18968,Sales & Marketing,region_9,1,f,other,1,31,3,5,1,0,51,3.433987204,0,1.098612289,0,3.433987204,3.931825633,#NAME?,0,0,0.033506468,N,0
4767,34022,Operations,region_2,1,m,other,1,40,3,12,1,0,60,3.688879454,0,1.098612289,0,3.688879454,4.094344562,#NAME?,0,0,0.100010531,Y,1
4768,17182,Technology,region_2,3,m,other,1,58,5,18,1,0,79,4.060443011,1.098612289,1.609437912,0,4.060443011,4.369447852,#NAME?,0,0,0.245629123,Y,1
4769,16452,Sales & Marketing,region_2,3,m,sourcing,1,39,3,5,1,0,49,3.663561646,1.098612289,1.098612289,0,3.663561646,3.891820298,#NAME?,0,0,0.117811849,Y,1
4770,37512,Legal,region_22,1,m,sourcing,1,32,4,3,0,0,60,3.465735903,0,1.386294361,0,3.465735903,4.094344562,#NAME?,0,0,0.034965375,N,0
4771,76615,Analytics,region_20,1,m,other,1,26,1,5,0,0,84,3.258096538,0,0,0,3.258096538,4.430816799,#NAME?,0,0,0.013400441,N,0
4772,21252,Sales & Marketing,region_15,1,m,other,1,35,1,5,1,0,47,3.555348061,0,0,0,3.555348061,3.850147602,#NAME?,0,0,0.055227288,N,0
4773,68087,Analytics,region_2,1,m,sourcing,1,28,1,6,0,0,87,3.33220451,0,0,0,3.33220451,4.465908119,#NAME?,0,0,0.021284378,N,0
4774,29884,Technology,region_6,1,f,other,1,30,1,5,0,0,79,3.401197382,0,0,0,3.401197382,4.369447852,#NAME?,0,0,0.014689418,N,0
4775,1024,Technology,region_7,1,m,other,1,23,3,1,0,0,82,3.135494216,0,1.098612289,0,3.135494216,4.406719247,#NAME?,0,0,0.073145423,N,0
4776,73110,Analytics,region_2,1,m,sourcing,2,38,5,8,0,0,82,3.63758616,0,1.609437912,0.693147181,3.63758616,4.406719247,#NAME?,0.693147181,0.693147181,0.051564955,N,0
4777,33138,Procurement,region_15,3,f,other,1,38,3,2,1,0,66,3.63758616,1.098612289,1.098612289,0,3.63758616,4.189654742,#NAME?,0,0,0.118709785,Y,1
4778,63894,Operations,region_13,1,f,sourcing,1,38,2,3,0,0,63,3.63758616,0,0.693147181,0,3.63758616,4.143134726,#NAME?,0,0,0.018764793,N,0
4779,36223,Technology,region_16,1,f,other,1,33,1,8,0,0,78,3.496507561,0,0,0,3.496507561,4.356708827,#NAME?,0,0,0.020861019,N,0
4780,62952,Sales & Marketing,region_17,1,m,other,1,39,4,5,1,0,47,3.663561646,0,1.386294361,0,3.663561646,3.850147602,#NAME?,0,0,0.182199607,Y,1
4781,77567,Analytics,region_11,1,m,sourcing,2,36,3,7,0,0,83,3.583518938,0,1.098612289,0.693147181,3.583518938,4.418840608,#NAME?,0.693147181,0.693147181,0.017264421,N,0
4782,69234,Analytics,region_32,1,m,sourcing,1,34,3,6,0,0,83,3.526360525,0,1.098612289,0,3.526360525,4.418840608,#NAME?,0,0,0.018519514,N,0
4783,63924,Procurement,region_17,1,m,other,1,27,1,4,0,0,69,3.295836866,0,0,0,3.295836866,4.234106505,#NAME?,0,0,0.034193251,N,0
4784,66300,Sales & Marketing,region_2,1,m,other,1,33,1,7,0,0,51,3.496507561,0,0,0,3.496507561,3.931825633,#NAME?,0,0,0.018850213,N,0
4785,51010,Finance,region_2,1,m,sourcing,1,38,3,10,0,0,64,3.63758616,0,1.098612289,0,3.63758616,4.158883083,#NAME?,0,0,0.026491102,N,0
4786,12654,Analytics,region_7,1,m,sourcing,1,26,3,2,0,0,84,3.258096538,0,1.098612289,0,3.258096538,4.430816799,#NAME?,0,0,0.049589374,N,0
4787,50986,Sales & Marketing,region_2,3,m,other,1,37,2,8,0,0,49,3.610917913,1.098612289,0.693147181,0,3.610917913,3.891820298,#NAME?,0,0,0.029462991,N,0
4788,67627,Operations,region_2,1,m,other,1,49,3,17,1,0,59,3.891820298,0,1.098612289,0,3.891820298,4.077537444,#NAME?,0,0,0.093096999,N,0
4789,17870,Sales & Marketing,region_2,1,f,other,1,24,3,2,1,0,49,3.17805383,0,1.098612289,0,3.17805383,3.891820298,#NAME?,0,0,0.135657995,Y,1
4790,23068,Sales & Marketing,region_31,1,m,sourcing,1,25,5,3,1,0,47,3.218875825,0,1.609437912,0,3.218875825,3.850147602,#NAME?,0,0,0.165996713,Y,1
4791,53396,Sales & Marketing,region_2,1,m,other,2,58,4,29,0,0,50,4.060443011,0,1.386294361,0.693147181,4.060443011,3.912023005,#NAME?,0.693147181,0.693147181,0.039562844,N,0
4792,10034,HR,region_2,1,f,referred,1,25,3,1,1,0,55,3.218875825,0,1.098612289,0,3.218875825,4.007333185,#NAME?,0,0,0.078094173,N,0
4793,60436,Operations,region_22,1,f,sourcing,1,28,1,5,0,0,72,3.33220451,0,0,0,3.33220451,4.276666119,#NAME?,0,0,0.025840431,N,0
4794,57791,Technology,region_7,1,f,other,1,36,3,3,0,0,77,3.583518938,0,1.098612289,0,3.583518938,4.343805422,#NAME?,0,0,0.052265419,N,0
4795,53153,Sales & Marketing,region_11,1,m,sourcing,1,30,1,3,1,0,50,3.401197382,0,0,0,3.401197382,3.912023005,#NAME?,0,0,0.039626064,N,0
4796,16512,Sales & Marketing,region_6,1,m,sourcing,1,34,2,3,0,0,46,3.526360525,0,0.693147181,0,3.526360525,3.828641396,#NAME?,0,0,0.012722671,N,0
4797,48197,Operations,region_22,1,f,other,1,33,3,4,0,0,64,3.496507561,0,1.098612289,0,3.496507561,4.158883083,#NAME?,0,0,0.041564017,N,0
4798,33650,Sales & Marketing,region_3,3,m,other,1,36,5,6,1,0,53,3.583518938,1.098612289,1.609437912,0,3.583518938,3.970291914,#NAME?,0,0,0.25526625,Y,1
4799,7786,Operations,region_3,1,m,sourcing,1,31,4,3,0,0,57,3.433987204,0,1.386294361,0,3.433987204,4.043051268,#NAME?,0,0,0.052609761,N,0
4800,49875,Sales & Marketing,region_11,1,m,other,2,30,1,3,0,0,47,3.401197382,0,0,0.693147181,3.401197382,3.850147602,#NAME?,0.693147181,0.693147181,0.009790013,N,0
4801,7797,Operations,region_22,1,m,other,1,33,4,8,0,0,60,3.496507561,0,1.386294361,0,3.496507561,4.094344562,#NAME?,0,0,0.061350467,N,0
4802,52768,Legal,region_31,3,m,other,1,33,1,7,1,1,62,3.496507561,1.098612289,0,0,3.496507561,4.127134385,0,0,0,0.195001808,Y,1
4803,67884,Technology,region_7,3,m,sourcing,3,37,3,4,0,0,83,3.610917913,1.098612289,1.098612289,1.098612289,3.610917913,4.418840608,#NAME?,1.098612289,1.098612289,0.049304484,N,0
4804,69070,R&D,region_22,3,m,sourcing,2,33,3,4,1,0,80,3.496507561,1.098612289,1.098612289,0.693147181,3.496507561,4.382026635,#NAME?,0.693147181,0.693147181,0.095946578,N,0
4805,65176,Sales & Marketing,region_13,1,m,sourcing,1,30,1,3,0,0,51,3.401197382,0,0,0,3.401197382,3.931825633,#NAME?,0,0,0.018304095,N,0
4806,50436,Technology,region_7,1,m,other,1,50,1,15,0,0,77,3.912023005,0,0,0,3.912023005,4.343805422,#NAME?,0,0,0.026467883,N,0
4807,43481,Technology,region_23,1,m,sourcing,2,33,3,4,0,0,73,3.496507561,0,1.098612289,0.693147181,3.496507561,4.290459441,#NAME?,0.693147181,0.693147181,0.051347955,N,0
4808,68779,Sales & Marketing,region_2,1,m,other,1,20,1,2,0,0,52,2.995732274,0,0,0,2.995732274,3.951243719,#NAME?,0,0,0.02639853,N,0
4809,23765,Sales & Marketing,region_8,1,m,sourcing,1,29,3,1,1,0,48,3.36729583,0,1.098612289,0,3.36729583,3.871201011,#NAME?,0,0,0.093993271,N,0
4810,42559,Procurement,region_26,1,m,other,2,29,4,9,0,0,68,3.36729583,0,1.386294361,0.693147181,3.36729583,4.219507705,#NAME?,0.693147181,0.693147181,0.041340171,N,0
4811,44379,Analytics,region_2,1,m,other,1,29,3,1,0,0,87,3.36729583,0,1.098612289,0,3.36729583,4.465908119,#NAME?,0,0,0.035475801,N,0
4812,58757,Operations,region_7,1,f,sourcing,1,44,4,16,0,0,56,3.784189634,0,1.386294361,0,3.784189634,4.025351691,#NAME?,0,0,0.052169943,N,0
4813,71104,Sales & Marketing,region_2,1,m,other,1,49,3,19,0,0,46,3.891820298,0,1.098612289,0,3.891820298,3.828641396,#NAME?,0,0,0.032213584,N,0
4814,11318,Technology,region_2,1,f,other,1,43,3,13,1,0,79,3.761200116,0,1.098612289,0,3.761200116,4.369447852,#NAME?,0,0,0.138813102,Y,1
4815,24163,Sales & Marketing,region_2,1,m,sourcing,6,32,3,7,0,0,50,3.465735903,0,1.098612289,1.791759469,3.465735903,3.912023005,#NAME?,1.791759469,1.791759469,0.024065299,N,0
4816,59841,Operations,region_11,1,f,sourcing,1,31,1,8,0,0,57,3.433987204,0,0,0,3.433987204,4.043051268,#NAME?,0,0,0.01132998,N,0
4817,47309,Sales & Marketing,region_7,3,m,other,1,53,3,19,0,0,51,3.970291914,1.098612289,1.098612289,0,3.970291914,3.931825633,#NAME?,0,0,0.046072815,N,0
4818,44558,R&D,region_2,3,m,other,1,44,3,9,0,0,84,3.784189634,1.098612289,1.098612289,0,3.784189634,4.430816799,#NAME?,0,0,0.021895959,N,0
4819,28355,HR,region_2,1,f,other,1,48,3,20,0,0,47,3.871201011,0,1.098612289,0,3.871201011,3.850147602,#NAME?,0,0,0.0193783,N,0
4820,6988,Sales & Marketing,region_17,1,m,sourcing,1,38,2,7,0,0,51,3.63758616,0,0.693147181,0,3.63758616,3.931825633,#NAME?,0,0,0.033698239,N,0
4821,56676,HR,region_2,3,m,other,1,57,3,2,0,0,52,4.043051268,1.098612289,1.098612289,0,4.043051268,3.951243719,#NAME?,0,0,0.014312261,N,0
4822,54214,Technology,region_2,1,f,other,1,53,4,17,0,0,79,3.970291914,0,1.386294361,0,3.970291914,4.369447852,#NAME?,0,0,0.054105006,N,0
4823,77267,Analytics,region_13,3,m,sourcing,1,33,5,7,0,0,83,3.496507561,1.098612289,1.609437912,0,3.496507561,4.418840608,#NAME?,0,0,0.07859101,N,0
4824,56603,Analytics,region_6,1,m,sourcing,1,35,3,3,1,1,84,3.555348061,0,1.098612289,0,3.555348061,4.430816799,0,0,0,0.329092297,Y,1
4825,13627,Technology,region_2,3,f,referred,2,55,5,6,1,0,78,4.007333185,1.098612289,1.609437912,0.693147181,4.007333185,4.356708827,#NAME?,0.693147181,0.693147181,0.184392037,Y,1
4826,21449,Operations,region_19,1,f,sourcing,1,40,5,8,0,0,58,3.688879454,0,1.609437912,0,3.688879454,4.060443011,#NAME?,0,0,0.04170567,N,0
4827,60828,Operations,region_26,1,m,sourcing,1,28,4,2,0,0,59,3.33220451,0,1.386294361,0,3.33220451,4.077537444,#NAME?,0,0,0.036272258,N,0
4828,43531,Analytics,region_10,1,m,other,3,29,5,6,0,0,81,3.36729583,0,1.609437912,1.098612289,3.36729583,4.394449155,#NAME?,1.098612289,1.098612289,0.052334952,N,0
4829,8075,Operations,region_2,1,m,sourcing,1,55,2,14,0,0,58,4.007333185,0,0.693147181,0,4.007333185,4.060443011,#NAME?,0,0,0.017476726,N,0
4830,50243,Sales & Marketing,region_22,1,m,other,2,27,2,4,0,0,47,3.295836866,0,0.693147181,0.693147181,3.295836866,3.850147602,#NAME?,0.693147181,0.693147181,0.033444022,N,0
4831,27698,Technology,region_2,1,f,other,1,28,2,1,0,0,77,3.33220451,0,0.693147181,0,3.33220451,4.343805422,#NAME?,0,0,0.036412959,N,0
4832,58162,Operations,region_2,1,f,other,1,35,4,8,1,0,61,3.555348061,0,1.386294361,0,3.555348061,4.110873864,#NAME?,0,0,0.138207111,Y,1
4833,3121,Sales & Marketing,region_31,1,m,other,1,45,3,5,0,0,52,3.80666249,0,1.098612289,0,3.80666249,3.951243719,#NAME?,0,0,0.017717277,N,0
4834,46997,Operations,region_22,1,f,sourcing,1,44,5,3,1,0,55,3.784189634,0,1.609437912,0,3.784189634,4.007333185,#NAME?,0,0,0.182975667,Y,1
4835,55483,Sales & Marketing,region_2,1,f,other,1,45,2,2,0,0,47,3.80666249,0,0.693147181,0,3.80666249,3.850147602,#NAME?,0,0,0.017973081,N,0
4836,736,Operations,region_7,1,f,sourcing,2,33,5,7,0,0,60,3.496507561,0,1.609437912,0.693147181,3.496507561,4.094344562,#NAME?,0.693147181,0.693147181,0.065031038,N,0
4837,27817,Legal,region_22,1,m,sourcing,1,29,3,2,1,1,57,3.36729583,0,1.098612289,0,3.36729583,4.043051268,0,0,0,0.439936694,Y,1
4838,17288,Finance,region_28,1,m,sourcing,1,30,3,7,1,1,55,3.401197382,0,1.098612289,0,3.401197382,4.007333185,0,0,0,0.530753955,Y,1
4839,627,Operations,region_12,1,f,sourcing,1,44,4,8,0,0,62,3.784189634,0,1.386294361,0,3.784189634,4.127134385,#NAME?,0,0,0.02746128,N,0
4840,9167,Procurement,region_21,3,m,other,1,40,3,3,0,0,69,3.688879454,1.098612289,1.098612289,0,3.688879454,4.234106505,#NAME?,0,0,0.019189625,N,0
4841,11036,Analytics,region_22,1,m,sourcing,1,44,5,4,1,0,87,3.784189634,0,1.609437912,0,3.784189634,4.465908119,#NAME?,0,0,0.200228072,Y,1
4842,75884,Operations,region_27,3,m,sourcing,1,42,5,6,0,0,59,3.737669618,1.098612289,1.609437912,0,3.737669618,4.077537444,#NAME?,0,0,0.056709012,N,0
4843,75788,Legal,region_22,1,m,sourcing,1,30,4,3,0,0,58,3.401197382,0,1.386294361,0,3.401197382,4.060443011,#NAME?,0,0,0.036957312,N,0
4844,9230,HR,region_22,3,m,other,1,31,4,4,0,0,48,3.433987204,1.098612289,1.386294361,0,3.433987204,3.871201011,#NAME?,0,0,0.046970882,N,0
4845,1422,Technology,region_7,1,m,other,1,27,5,2,0,0,92,3.295836866,0,1.609437912,0,3.295836866,4.521788577,#NAME?,0,0,0.11881703,Y,1
4846,63246,Technology,region_2,3,f,other,1,59,5,17,1,0,80,4.077537444,1.098612289,1.609437912,0,4.077537444,4.382026635,#NAME?,0,0,0.239109027,Y,1
4847,62909,Sales & Marketing,region_7,1,m,other,1,39,5,13,1,0,46,3.663561646,0,1.609437912,0,3.663561646,3.828641396,#NAME?,0,0,0.236724731,Y,1
4848,54519,Operations,region_22,1,m,sourcing,1,33,4,9,1,0,61,3.496507561,0,1.386294361,0,3.496507561,4.110873864,#NAME?,0,0,0.190386839,Y,1
4849,61873,Operations,region_29,1,m,other,1,26,3,2,1,0,60,3.258096538,0,1.098612289,0,3.258096538,4.094344562,#NAME?,0,0,0.064406052,N,0
4850,71183,Sales & Marketing,region_22,3,f,sourcing,2,31,1,2,0,0,52,3.433987204,1.098612289,0,0.693147181,3.433987204,3.951243719,#NAME?,0.693147181,0.693147181,0.025418156,N,0
4851,44744,Sales & Marketing,region_30,1,m,other,1,30,3,4,0,0,50,3.401197382,0,1.098612289,0,3.401197382,3.912023005,#NAME?,0,0,0.039261298,N,0
4852,13956,Sales & Marketing,region_7,1,m,other,1,32,1,5,1,0,49,3.465735903,0,0,0,3.465735903,3.891820298,#NAME?,0,0,0.07775993,N,0
4853,52644,Procurement,region_20,1,m,other,1,27,3,2,1,0,68,3.295836866,0,1.098612289,0,3.295836866,4.219507705,#NAME?,0,0,0.085299916,N,0
4854,60962,Operations,region_22,1,m,other,1,49,3,18,0,0,58,3.891820298,0,1.098612289,0,3.891820298,4.060443011,#NAME?,0,0,0.038937479,N,0
4855,65272,Operations,region_15,1,f,sourcing,1,36,5,7,0,0,56,3.583518938,0,1.609437912,0,3.583518938,4.025351691,#NAME?,0,0,0.054116706,N,0
